|pm_ra   |pm_dec  |hip_number|vmag |ra_deg      |dec_deg     |bv_color|
|   22.57|   17.74|    115062| 6.15|349.58329624|-67.47122023|   1.356|
|   15.60|  -31.10|     81873| 6.02|250.84213946|-67.43231072|   0.037|
|  844.55| -674.69|     98959| 6.07|301.38119520|-67.31925724|   0.648|
|   -7.83|   16.65|     93015| 4.40|284.23766942|-67.23353511|   0.530|
| -156.26|  -90.10|     84248| 5.87|258.32546891|-67.19637197|   1.070|
|   -4.58|   -0.71|     61703| 6.22|189.71819205|-67.19304671|   0.007|
|   18.18|   38.96|     24372| 4.81|078.43927858|-67.18534976|   1.274|
|  -15.20|  -13.34|     82129| 5.10|251.66672526|-67.10965828|  -0.080|
|   -3.94|   -2.59|     74184| 5.76|227.37466411|-67.08412683|   0.675|
|   -6.57|   12.72|     45615| 6.14|139.46527559|-67.05089926|   1.254|
|  -17.36|    5.24|     51425| 6.19|157.53671877|-66.98466678|  -0.004|
|   -0.10|    4.68|     56287| 5.89|173.08331854|-66.96183490|   1.136|
|   -3.67| -194.28|     98478| 5.75|300.09627712|-66.94888773|   1.033|
|   38.48|  -71.53|     98624| 5.32|300.46835033|-66.94379223|   1.218|
|   57.15|   13.07|     15353| 6.03|049.49578856|-66.92688494|   0.133|
|  -14.50|   -0.26|     47591| 6.33|145.55411422|-66.91481962|   0.075|
|  -22.84|   11.04|     50847| 4.97|155.74241361|-66.90152522|  -0.128|
|  -22.10|   18.08|     27534| 5.10|087.47313958|-66.90123090|  -0.128|
|  236.36|   35.10|    114408| 6.47|347.54993996|-66.85772967|   0.956|
|   30.77|  -16.25|     57581| 4.75|177.06037263|-66.81487085|   1.522|
|   -0.55|    9.84|     97569| 6.44|297.47257971|-66.81309300|   1.482|
|   92.61|  100.38|     43414| 5.34|132.64450311|-66.79322494|   0.423|
|  -15.27|   -6.34|     64820| 4.86|199.30431246|-66.78342263|   1.480|
|    8.89|  -23.23|    102157| 5.14|310.48776281|-66.76062542|  -0.061|
| -140.22|    3.15|    100379| 6.49|305.36858807|-66.74969742|   0.505|
| -100.42|   33.21|     57363| 3.63|176.40236386|-66.72884344|   0.160|
|  -17.93|    7.78|     46737| 6.27|142.88770483|-66.71904550|   1.348|
|   98.55|  -80.68|     12717| 6.23|040.86027168|-66.71405573|   0.542|
|  -34.47|   45.82|     46460| 5.90|142.12749104|-66.70198874|   0.012|
|   35.16|  -40.34|     96734| 6.37|294.96721053|-66.68540741|   0.037|
|    4.54|   10.35|     22737| 6.43|073.37703998|-66.67543873|   1.640|
|    8.89|   -4.33|     94789| 5.52|289.30091657|-66.66103756|   0.170|
|   12.33|  -42.60|     93287| 5.98|285.01477683|-66.65351408|   0.977|
|   -7.49|  -11.14|     72438| 5.91|222.18567167|-66.59353612|  -0.106|
|   -7.14|   -5.24|     69763| 5.72|214.16135836|-66.58788092|  -0.095|
|  -27.38|  -12.97|    115756| 6.47|351.78112296|-66.58085439|   1.455|
|   -6.11|   10.81|     26368| 6.28|084.22911509|-66.56031364|  -0.052|
|  -34.25|   -6.57|     61796| 6.26|189.98292570|-66.51112210|  -0.050|
| 1707.56| 1165.36|      1599| 4.23|005.00797581|-64.87762320|   0.576|
|  -20.67|    1.21|     11293| 6.39|036.36035123|-66.49402863|   1.511|
|   16.99|    1.70|     16368| 5.81|052.71534366|-66.48971810|  -0.055|
|   53.04|   15.04|      5992| 6.23|019.26533831|-66.39789075|   0.052|
|   -2.01|  -95.80|     44382| 4.00|135.61166181|-66.39584369|   0.145|
|   14.51|  -65.43|     58085| 6.38|178.68590817|-66.37603942|   0.406|
|  -34.35|   11.53|     50083| 5.15|153.37784420|-66.37283938|   0.217|
|   -9.15|   -6.35|     99200| 6.45|302.08533425|-66.35467601|   1.587|
|   24.51|  -54.66|     76440| 4.11|234.17994543|-66.31690469|   1.161|
| -116.10|  -24.20|     68455| 5.96|210.21922701|-66.26885149|   0.352|
|   25.31|    7.85|     64466| 5.91|198.20319288|-66.22676607|   0.048|
|  -42.40|   10.57|    102395| 3.42|311.23981530|-66.20323826|   0.163|
|   -1.81|   -0.58|     38210| 5.78|117.42081658|-66.19597303|  -0.040|
| 1210.29|-1130.34|     99240| 3.55|302.17441713|-66.17932101|   0.751|
|  -41.85|  -15.98|     70528| 6.36|216.41583852|-66.17288297|   0.128|
|  -35.83| -152.15|     41312| 3.77|126.43435936|-66.13652042|   1.132|
|  -15.97|   47.43|     37773| 6.37|116.18282329|-66.07204846|   0.949|
|   34.00|    6.20|      9318| 6.09|029.92116544|-66.06657323|   1.176|
|   13.51|   27.98|     28909| 5.72|091.53900939|-66.03968885|  -0.024|
|   -6.38|  -12.23|     72965| 6.09|223.67746133|-65.99106556|  -0.061|
|   14.47|  -71.82|     96882| 6.08|295.40518256|-65.85423920|   1.556|
|  -40.84|  -10.77|     60183| 6.20|185.11783762|-65.84263025|  -0.041|
|  -63.56|  104.15|     42895| 6.03|131.12520012|-65.82568206|   0.217|
|  -18.48|  -14.36|     70657| 5.87|216.77963835|-65.82161161|   1.502|
|  -62.86|   38.98|     49698| 5.26|152.17849096|-65.81553262|   0.973|
|  -30.53|  -37.88|     68270| 6.20|209.63034736|-65.80057278|   1.043|
|  -63.26|  -99.22|     60601| 6.29|186.32342553|-65.76961193|   0.965|
|  -28.38|    6.12|     27100| 4.34|086.19341279|-65.73554080|   0.217|
|   84.63| -318.58|     87822| 6.36|269.10073445|-65.72096439|   0.451|
|  -51.58|  -11.20|     59050| 5.95|181.59618267|-65.70942594|   0.613|
|  -81.88|   20.57|     51194| 6.00|156.85583147|-65.70471390|   0.091|
|  -37.57|   -9.34|     59898| 6.06|184.27651740|-65.69293557|   0.021|
|  -34.28|  -27.91|     66152| 6.36|203.39966813|-65.63262230|  -0.014|
|   20.70|   22.11|     40680| 5.06|124.57823985|-65.61324550|   1.129|
|   99.70| -158.12|     97674| 6.04|297.75456049|-65.60470281|   0.317|
|  -22.98|  118.34|     29353| 5.01|092.81256272|-65.58970507|   1.599|
|   48.63|  -22.33|    118322| 4.49|359.97879195|-65.57707774|  -0.075|
|    1.09|   59.75|     30973| 6.28|097.51253886|-65.56838774|   0.329|
|  -30.76|   -6.88|    112533| 6.49|341.89877427|-65.56023545|   1.208|
|   -5.98|   -1.42|     59003| 6.30|181.47344937|-65.54687537|   0.152|
|   33.92|  -28.75|     81252| 5.50|248.93654572|-65.49532908|   0.949|
|  -22.87|  -64.85|     87564| 6.48|268.32590763|-65.48844303|   1.086|
|   54.11|   41.12|      3330| 5.38|010.61790472|-65.46813002|   0.515|
|    8.53|    3.68|      4879| 6.25|015.67872783|-65.45611076|   1.634|
|   -6.45|  -14.69|     13429| 6.47|043.22769897|-65.45525503|   1.008|
|  -27.98|  -41.74|     77390| 5.54|236.97123090|-65.44218988|   0.231|
|  -24.59|   -6.50|      9149| 6.36|029.47237594|-65.42468427|   0.906|
|  -28.52|   -7.01|     56862| 5.01|174.87347083|-65.39774890|   0.804|
|   -1.17|  -13.38|     82517| 6.12|252.97451958|-65.37542484|  -0.028|
|   81.08|  800.68|    105858| 4.21|321.61038385|-65.36814438|   0.494|
|   -5.35|   -2.23|     64094| 5.44|197.02982892|-65.30601741|  -0.033|
|  -98.97|  -54.65|     64790| 6.06|199.18769159|-65.13812590|   0.431|
|    9.04|   -4.52|     74047| 6.18|226.98645795|-65.27543844|   1.470|
|   -4.02|  -24.00|     94770| 6.42|289.25219158|-65.22764410|  -0.046|
|  -34.37|   -6.55|     57851| 4.89|177.96363695|-65.20589445|  -0.123|
|   54.40|   37.44|     51327| 6.42|157.26529712|-65.17633489|   1.675|
|   -8.43|    2.13|     50562| 6.35|154.92517522|-65.13724358|   1.556|
|   41.88|   -8.54|      2889| 6.43|009.15663761|-65.12442483|   1.260|
|  -17.45|   12.86|     52221| 5.51|160.04776480|-65.10024026|  -0.158|
|  -38.07|  -78.20|     92294| 5.71|282.15815797|-65.07748945|   0.268|
|  -11.55|    4.97|     48002| 2.92|146.77557340|-65.07201888|   0.273|
|   -9.49|   -6.78|     78279| 5.74|239.74233223|-65.03756903|  -0.066|
| -192.64| -234.07|     71908| 3.18|220.62785433|-64.97456957|   0.256|
|   68.68|   10.21|    110838| 4.51|336.83280453|-64.96637927|  -0.029|
|  -22.59|    7.00|     55597| 5.09|170.83929752|-64.95473134|  -0.061|
|  -63.33|   64.17|     46328| 6.05|141.68408799|-64.92985680|   0.147|
|   32.67| -148.72|     92024| 4.78|281.36190079|-64.87089771|   0.199|
|  -48.91|   -6.73|     54289| 6.39|166.60133089|-64.83995575|   0.114|
|   31.86|   -9.21|    106818| 6.22|324.51168571|-64.82414493|   0.021|
|  308.39|   78.72|     17440| 3.84|056.04814541|-64.80709398|   1.133|
|  -11.08|  -56.37|     86929| 3.61|266.43334347|-64.72373450|   1.161|
|   -3.60|  -38.31|    107773| 5.62|327.50054328|-64.71244360|   1.018|
|   16.97|  -28.55|    105148| 6.32|319.50193998|-64.68151068|  -0.064|
|  -35.18|   12.33|     50520| 5.66|154.77133097|-64.67628786|   0.042|
|  -60.73|   -7.09|     65783| 6.09|202.28326682|-64.67577724|   0.117|
|   -3.22|  -28.75|     91733| 6.35|280.59428923|-64.64297471|   0.153|
|   34.27|  -37.49|     59072| 4.14|181.72022021|-64.61363898|   0.353|
|  -15.03|   15.18|     41321| 5.95|126.46507032|-64.60065452|   0.971|
| -301.28|   43.90|     55280| 5.99|169.82018140|-64.58259742|   0.471|
|  -69.60|    0.46|     66681| 5.79|205.04500863|-64.57655426|   0.401|
|   14.53|  -46.80|     91854| 5.76|280.90549491|-64.55131121|   0.967|
|   -8.33|  -57.38|     88815| 6.40|271.95156071|-64.55003748|   1.266|
|   29.10|  -20.96|     65387| 4.52|201.00184737|-64.53561699|   0.822|
|  -12.91|  -19.25|     75665| 5.71|231.88792069|-64.53145700|   1.646|
|  -15.83|   10.88|     52678| 5.33|161.56907694|-64.51458587|  -0.096|
|    5.36|   -8.40|     36346| 6.38|112.21417299|-64.50978410|   1.554|
|   18.60|   29.57|     44665| 6.37|136.53170821|-64.49992086|   1.361|
| -154.30|  -21.43|     65479| 5.32|201.30889897|-64.48509219|   0.411|
|  -17.75|   11.27|     52370| 4.76|160.55893343|-64.46645380|  -0.139|
|   -5.33|    0.14|     59678| 6.20|183.57055472|-64.40851906|   0.075|
|   14.42|   34.60|    117088| 5.73|356.05010877|-64.40453515|   1.393|
|  -18.87|   12.06|     52419| 2.74|160.73927802|-64.39447937|  -0.220|
|  -18.61|    9.33|     52736| 4.87|161.71351737|-64.38349702|  -0.149|
|   23.15|  -17.10|      6631| 5.92|021.27198122|-64.36943630|   1.561|
|  -36.16|  -11.79|     60851| 6.05|187.08046209|-64.34096078|   0.022|
|   -5.98|   -1.53|     58427| 5.59|179.69861981|-64.33955671|   0.174|
|   34.24|    6.15|     11479| 6.35|037.01808014|-64.29978331|  -0.025|
|   78.86|  -61.10|    118121| 5.00|359.39571557|-64.29808259|   0.060|
|  -16.98|    9.16|     52701| 5.23|161.62337904|-64.26326386|  -0.077|
|  -15.46|    9.65|     52815| 6.46|161.97312616|-64.26286554|   0.008|
|  -16.35|    4.05|     52487| 5.74|160.96339384|-64.24905176|   0.012|
|   33.10|   -1.27|     26001| 5.34|083.24801962|-64.22751422|   1.039|
|  185.91|  336.76|     19233| 6.37|061.83871877|-64.22310952|   0.636|
|  -15.90|    2.83|     51313| 5.27|157.21915426|-64.17228466|   1.856|
|  -46.98|    5.41|     54767| 5.22|168.18862745|-64.16978296|  -0.082|
|  -16.97|   10.20|     52160| 6.33|159.84522693|-64.11181305|  -0.072|
|   -7.58|  -19.95|     40926| 6.11|125.28186889|-64.10595398|   0.930|
|   22.96|    5.39|     13884| 4.98|044.69902505|-64.07129717|   0.126|
|   52.71|   26.08|     80645| 5.28|246.98864198|-64.05800515|   0.383|
|   -7.98|   16.77|     27660| 6.35|087.84625475|-64.03360643|   0.866|
|  102.92|    9.47|     73776| 5.16|226.20020549|-64.03137307|   0.935|
|  -33.19|  -10.38|     60009| 4.06|184.60955300|-64.00304555|  -0.168|
| -314.38|  -65.52|     55779| 5.18|171.43151730|-63.97231572|   0.495|
|  -17.06|   11.97|     52502| 4.80|161.02890478|-63.96110070|  -0.134|
|   -6.33|    4.50|    104364| 5.75|317.13627084|-63.92827112|   1.180|
|    4.42|   59.28|     25781| 6.19|082.56610896|-63.92782972|   0.225|
|   38.89| -276.16|     89805| 6.17|274.91699348|-63.88589103|   0.584|
|   -5.39|   12.22|     30524| 6.26|096.23252208|-63.82817363|  -0.119|
|  -10.05|   -4.11|     72773| 5.91|223.14695946|-63.80981741|   0.660|
|   -7.68|    5.41|     39843| 6.32|122.10271092|-63.80083385|  -0.058|
|  -13.81|  -10.90|     60771| 6.02|186.85352338|-63.78895978|   0.052|
|  -17.93|    4.44|     57669| 4.30|177.42120019|-63.78848906|  -0.149|
|   -3.23|   -3.50|     78476| 6.42|240.29466406|-63.77652924|   0.567|
|   19.39|   -8.81|     12871| 5.73|041.36438582|-63.70453152|   0.932|
|  -26.31|  -57.99|     89370| 6.47|273.56814899|-63.68954100|   1.414|
|  -40.45|  -32.83|     68191| 4.71|209.41223681|-63.68661603|   1.075|
|    3.51|  -13.49|     79664| 3.86|243.85944228|-63.68564897|   1.105|
|  -17.07|   16.45|     30352| 6.30|095.75615393|-63.68317619|   1.612|
|   17.45| -207.64|     88866| 4.33|272.14496186|-63.66804844|   0.228|
|  -10.77|  -20.19|     74181| 6.25|227.35639755|-63.64288115|   0.059|
|    2.12|    8.66|     74837| 4.85|229.41203255|-63.61048662|   1.260|
|   -1.88|   19.31|     39138| 4.81|120.08320513|-63.56750271|  -0.173|
|   -6.26|    1.29|     56050| 6.45|172.31310000|-63.55394067|   0.320|
|  -28.91|   25.05|     61158| 5.96|187.98397037|-63.50589876|   0.263|
|   70.38|   52.83|     18401| 6.14|059.01624183|-63.46384651|   1.094|
| -188.45| -401.92|     77952| 2.83|238.78670013|-63.42974973|   0.315|
|   19.37| -116.00|     30480| 6.45|096.11071103|-63.42864724|   0.660|
|  -39.21|   30.80|     99762| 6.09|303.61232254|-63.41586405|   0.308|
|   12.57|  -44.74|     23840| 5.19|076.89171306|-63.39957018|   1.646|
|   85.20|  174.37|     20384| 5.24|065.47173239|-63.38681514|   0.955|
|   -6.24|    1.49|     56769| 6.46|174.58487608|-63.37275081|   0.043|
| -152.53|    6.10|     58758| 4.32|180.75707974|-63.31294495|   0.280|
|   -4.02|   -2.50|     64395| 6.32|197.97114319|-63.30298568|   0.426|
|   -0.61|   18.96|     38863| 6.14|119.30316882|-63.29688070|  -0.103|
|   -8.83|   -0.51|     58103| 5.89|178.75009496|-63.27917897|   0.210|
|    7.66|  -13.72|     82806| 5.99|253.85282694|-63.26962566|   0.059|
|    5.48|   35.53|     20020| 5.88|064.41777199|-63.25549171|  -0.061|
|   -8.78|  -74.36|    100165| 6.27|304.76254422|-63.23056312|   1.045|
|   -9.57|   -3.01|     22081| 6.46|071.24130644|-63.22970760|   1.077|
|   19.17|   35.26|     69065| 6.39|212.05947093|-63.20803604|   1.013|
|   -2.30|   -1.98|     34780| 6.03|108.00825571|-63.19005410|  -0.011|
|   26.40|  -40.68|    112924| 6.14|343.04158192|-63.18856825|   1.025|
|  -17.19|   -0.01|     58867| 4.72|181.08015725|-63.16571094|  -0.081|
|  -16.31|    3.26|     51265| 6.42|157.07617385|-63.16457309|  -0.039|
|  -19.16|    8.72|     80455| 6.14|246.34229561|-63.12523806|   0.029|
|   10.18|  -81.64|    101684| 6.34|309.15969219|-63.12076434|   0.413|
|   39.18|  -13.63|    115908| 5.66|352.25387551|-63.11062274|  -0.142|
|  -35.37|  -14.73|     60718| 0.77|186.64975585|-63.09905586|  -0.243|
|  120.11|  573.43|     27890| 4.65|088.52458376|-63.09102096|   1.022|
|  -13.32|   -3.47|     62027| 5.27|190.70951152|-63.05861600|   0.195|
|  -35.71|  -23.95|     89487| 5.58|273.91942956|-63.05530804|   0.944|
|   -9.86|  -22.72|     85480| 6.22|262.03282619|-63.03618478|  -0.073|
|   86.15|  -49.85|      2578| 5.07|008.18247614|-63.03137868|   0.038|
|    0.57| -101.87|     90304| 6.13|276.38178872|-63.02128653|   0.202|
|  -33.84|   -6.87|     56561| 3.11|173.94553448|-63.01982488|  -0.044|
|  -12.76|  -60.72|     79208| 6.50|242.49664072|-62.96700696|   0.231|
|   -4.43|   -4.78|     72000| 6.39|220.86727519|-62.96665949|  -0.086|
|   87.95|  -45.79|      2487| 4.53|007.88898014|-62.96544985|   0.147|
|   82.48|  -54.37|      2484| 4.36|007.88566992|-62.95808549|  -0.064|
|   86.18|   11.60|    118092| 5.95|359.33241721|-62.95661191|   0.101|
|   -5.17|   -0.08|     59517| 5.91|183.09161030|-62.95077296|   0.253|
|  -17.74|   18.53|     47422| 6.40|144.93812076|-62.94296853|  -0.084|
|  383.05|  373.11|     16245| 4.71|052.34244352|-62.93843436|   0.410|
|  -26.87|  -10.95|     40429| 5.16|123.81647486|-62.91561677|   0.086|
|   61.96|    6.27|     13387| 6.03|043.07894232|-62.90959822|   1.249|
|   32.33|  -83.92|    101965| 6.22|309.96549309|-62.90759808|   1.099|
|   13.47|  -15.26|     57211| 6.10|175.97010100|-62.87824289|   0.063|
|   70.24|  -80.34|     72131| 5.36|221.32186138|-62.87545275|   0.308|
|  -58.55|  -23.97|     84700| 6.50|259.71576058|-62.87451877|   1.087|
|   74.42|    0.65|      4200| 5.73|013.40741156|-62.87135327|   1.574|
|    0.66|   -8.95|     85147| 5.69|261.00448429|-62.86413165|  -0.147|
|  -10.96|  -21.91|     42286| 5.45|129.32852740|-62.85341217|   1.013|
|   -5.60|   11.37|     39530| 6.25|121.17891287|-62.83637455|  -0.093|
|   -5.51|    0.91|     58469| 6.34|179.85677288|-62.83094991|   0.317|
| -117.21|  -19.34|     21253| 5.79|068.39208243|-62.82363051|   1.028|
|   94.53|   29.02|     13141| 5.25|042.25569560|-62.80659207|   0.101|
|    3.41|    5.45|     93012| 6.47|284.22791532|-62.80191774|   1.535|
|  -12.41|  -11.78|     73129| 5.08|224.18334308|-62.78098762|  -0.023|
|  -12.16|    8.46|     48310| 5.56|147.73165865|-62.74513696|   1.316|
|  477.48| -425.01|    114699| 6.12|348.52491363|-62.69897068|   0.787|
|   -5.99|    0.89|     57741| 5.68|177.61368682|-62.64938330|   0.233|
|   -5.22|  -14.10|     77817| 6.22|238.34557097|-62.60654867|   1.467|
|   -5.49|   -3.66|     67261| 6.40|206.79529414|-62.58970553|        |
| 1337.83|  648.71|     15330| 5.53|049.43528798|-62.57689893|   0.641|
|   -5.73|    0.61|     56961| 6.32|175.15421034|-62.56810342|   0.029|
|   -1.12|   -8.71|     81823| 6.23|250.70174910|-62.55390958|   1.524|
|  -30.89|  -26.69|     78603| 6.25|240.71887986|-62.54152474|  -0.015|
|  -11.73|    3.50|     20825| 5.74|066.94184598|-62.52121428|   1.005|
| 1331.10|  646.84|     15371| 5.24|049.54640411|-62.50793537|   0.600|
|  -12.88|    8.28|     47854| 3.69|146.31178147|-62.50792328|   1.010|
|  103.16|    6.29|      3489| 6.06|011.13134786|-62.49760602|   0.446|
|    1.06|   12.56|     26069| 3.76|083.40631813|-62.48985585|   0.640|
|   -5.85|    1.14|     57175| 5.00|175.87999922|-62.48939856|   0.784|
|   41.64|   49.72|     19780| 3.33|063.60596306|-62.47397888|   0.915|
|  -24.01|   -5.19|     58326| 5.59|179.41682551|-62.44873578|  -0.152|
|   83.04|  -49.38|    102962| 5.67|312.91001311|-62.42921513|   0.203|
|  -36.83|    9.57|     54301| 4.62|166.63530960|-62.42413654|   0.988|
|  -14.29|    0.20|     45856| 4.79|140.23679302|-62.40463293|   0.926|
|   -9.11|   -4.09|     73118| 6.39|224.15978648|-62.36440739|  -0.055|
|  -38.04|   15.93|     45101| 3.96|137.81986611|-62.31701587|  -0.180|
|   17.32|   17.50|       798| 6.34|002.46706528|-62.29683686|   0.164|
|   -0.96|  -45.59|     90797| 4.63|277.84344394|-62.27819116|  -0.116|
|  -65.40|   28.42|     46482| 5.91|142.19660989|-62.27320340|   1.102|
|   -5.93|    7.81|     49642| 6.45|151.98598839|-62.22143545|  -0.095|
|   -2.96|   97.94|     19805| 5.45|063.70228830|-62.19204942|   1.106|
|   -1.33|  -13.53|     92609| 4.22|283.05431892|-62.18756062|  -0.150|
|    1.80|   34.95|     18744| 4.48|060.22418760|-62.15936923|   1.500|
|   -8.77|    3.89|     49223| 6.41|150.70592901|-62.15667622|   1.688|
|   21.44|  -69.66|     28991| 5.04|091.76401174|-62.15441128|   1.256|
|  -15.00|    1.08|     56986| 4.93|175.22355273|-62.09010401|   1.111|
|  -68.46|  -71.22|     21479| 5.59|069.19032350|-62.07698129|   1.500|
|  -77.60|  234.68|     89042| 5.47|272.60941453|-62.00276787|   0.592|
|  176.00|  -26.12|    114948| 5.64|349.23945138|-62.00113447|   0.521|
|   40.82|  -20.14|    111310| 4.91|338.25005260|-61.98207300|   1.612|
| -115.54|   55.95|     46225| 5.77|141.36407358|-61.95061204|   0.137|
|   -5.82|    2.03|     54461| 5.11|167.14169012|-61.94717969|   0.195|
|  -68.39|  242.03|     32607| 3.24|102.04807134|-61.94197988|   0.225|
|   43.53|  -90.56|    108195| 5.92|328.79724631|-61.88638824|   0.393|
|  -17.73|    4.23|     49281| 6.14|150.89224818|-61.88405008|  -0.032|
|   -9.53|   10.74|     31068| 6.15|097.79437640|-61.87957075|  -0.147|
| -270.92|  -73.27|     61443| 6.22|188.87410771|-61.84139792|   0.731|
|    4.92|   -3.85|     53334| 5.95|163.62332250|-61.82661289|   1.736|
|  -62.04|   -3.49|     56754| 5.15|174.53071631|-61.82655484|  -0.040|
|  -20.10|   -4.43|     60861| 6.21|187.10712453|-61.79483117|   1.253|
|   73.79|  -11.24|      5268| 5.36|016.82738598|-61.77526197|   0.884|
|   -4.82|   -6.50|     74470| 6.27|228.25428258|-61.74376411|   1.901|
|    5.47|  -18.75|     87264| 6.41|267.47086372|-61.71465892|  -0.049|
|  -16.59|   11.42|     51576| 3.30|158.00618250|-61.68536031|  -0.089|
|  149.75| -116.81|     66438| 5.63|204.30083723|-61.69157197|   0.493|
|   73.06|   -3.29|    112603| 6.36|342.08872969|-61.68435601|   1.059|
|   -2.75|   -6.35|     83984| 6.37|257.52616256|-61.67544103|  -0.049|
|  -15.79|    2.73|     50067| 6.42|153.33833120|-61.65883585|  -0.111|
|   -0.82|  -47.52|     46101| 5.99|141.02289906|-61.64878694|   1.060|
|  -11.39|   -8.99|     80874| 5.19|247.70572277|-61.63348127|   1.236|
